@RELATION svmforemotions
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE class {Happy,Boredom,Disgust,Fear,Neutral,Sad,Anger}

@DATA
0.026170,2.940694,-26.525352,2.377471,-0.018084,0.093965,-0.172834,-0.076788,-0.042750,-0.111815,-0.123863,-0.150550,-0.183573,0.101269,-0.090909,0.024474,0.437299,3.730402,1.105344,1.117422,0.488365,0.386041,0.344371,0.297501,0.366676,0.229588,0.417029,0.275905,0.298382,0.331332,Boredom
0.026757,3.058951,-27.338189,2.249807,0.286931,0.177595,-0.028549,-0.046728,0.136930,-0.193643,-0.200014,-0.008484,0.016518,0.265992,-0.106431,0.021514,0.206948,2.094773,0.564361,0.730881,0.319918,0.231759,0.251831,0.202137,0.197818,0.235558,0.199879,0.155368,0.211689,0.273422,Boredom
0.012851,2.879725,-28.100266,2.006435,0.065494,-0.036481,-0.334950,0.059406,0.120754,-0.140657,-0.108255,-0.247338,-0.190777,0.017896,-0.155088,0.014269,0.453226,2.965461,1.250675,0.725792,0.492569,0.398664,0.236583,0.262066,0.284132,0.310600,0.264544,0.338433,0.336928,0.305363,Boredom
0.049599,2.969915,-26.389127,2.956290,0.380464,0.188803,-0.053363,0.041091,-0.055310,-0.084417,-0.202464,-0.089178,-0.150488,0.222738,-0.046395,0.046509,0.444022,3.010527,1.209065,0.624480,0.313586,0.283738,0.305360,0.309889,0.240906,0.298706,0.226724,0.205805,0.234249,0.182349,Boredom
0.029135,2.969347,-26.574667,2.321413,0.696314,-0.168414,-0.114751,-0.032571,-0.101629,0.005343,-0.158072,-0.141172,-0.034890,0.076486,-0.135333,0.025144,0.445579,2.930351,1.340219,0.576915,0.495815,0.348921,0.331622,0.269872,0.316669,0.246400,0.217202,0.278884,0.321394,0.327961,Boredom
0.009429,2.928759,-27.853809,2.758402,0.048242,0.226074,-0.082407,-0.023000,0.021304,-0.064371,-0.080951,-0.054267,-0.115069,0.062642,-0.150750,0.010981,0.515429,2.412980,1.256926,0.770541,0.523417,0.374537,0.305772,0.313987,0.292497,0.255884,0.281300,0.255632,0.286721,0.346761,Boredom
0.031634,2.993850,-26.556008,2.695227,-0.029189,0.323350,-0.076461,-0.145996,0.004309,-0.063354,-0.102061,-0.172030,-0.129469,0.098732,-0.056395,0.029101,0.366918,2.372319,0.921662,0.785670,0.497679,0.450080,0.342106,0.305409,0.289436,0.274434,0.249584,0.248945,0.210702,0.231651,Boredom
0.030171,2.929389,-26.551504,2.643784,0.625686,0.242631,-0.025290,-0.032523,-0.024740,-0.020100,-0.173022,-0.081606,-0.055523,0.121290,-0.142730,0.028259,0.477056,3.041972,0.960683,0.634383,0.505835,0.303984,0.314478,0.281801,0.278369,0.261693,0.282249,0.234968,0.210592,0.269918,Boredom
0.024824,2.942769,-26.497050,2.812559,0.613806,-0.062063,-0.071599,-0.083800,-0.050432,0.063794,-0.147717,-0.096191,-0.130056,0.095155,-0.260049,0.024351,0.440601,2.625204,1.050799,0.885574,0.606321,0.324911,0.338358,0.318507,0.352425,0.252543,0.276412,0.286061,0.286910,0.305928,Boredom
0.016807,2.866291,-27.766864,2.394455,0.541568,0.178420,-0.184889,-0.056579,0.024252,-0.183892,-0.017970,-0.174219,0.016882,0.055099,0.003742,0.020833,0.428121,3.077365,1.223831,0.848610,0.836618,0.522530,0.261886,0.368795,0.263902,0.263893,0.349290,0.266042,0.332210,0.218029,Boredom
0.018310,2.993469,-26.340103,2.547728,0.237897,0.506939,0.052005,-0.099276,0.021286,-0.313531,-0.003418,-0.187661,0.066790,0.071808,-0.002395,0.016229,0.353475,3.009139,0.813717,0.762727,0.314438,0.277098,0.322265,0.327863,0.357379,0.240699,0.282856,0.226912,0.304261,0.206703,Boredom
0.010234,2.739693,-27.736768,2.099237,0.514813,-0.030703,0.012648,0.010755,0.191146,-0.187182,0.001009,-0.267934,0.191574,0.030627,-0.056246,0.011113,0.462505,2.686056,1.364723,0.743264,0.576109,0.430489,0.262390,0.302216,0.322420,0.234722,0.259036,0.241716,0.199826,0.278788,Boredom
0.017191,3.026076,-26.475987,2.415663,0.428208,0.471444,-0.016242,-0.169089,0.172426,-0.216986,0.119343,-0.190275,0.067749,-0.063265,-0.046734,0.015369,0.337565,2.377257,0.975750,0.740691,0.526632,0.438699,0.247866,0.386604,0.329753,0.286458,0.233043,0.227385,0.187108,0.272767,Boredom
0.029807,2.762030,-26.345543,2.690827,0.511513,-0.029078,-0.382855,0.161509,0.215581,0.172358,-0.029004,0.244305,0.194813,-0.045041,-0.030058,0.032694,0.414351,3.651756,0.900371,0.863807,0.517767,0.414080,0.219223,0.340673,0.255809,0.289871,0.194716,0.175912,0.156041,0.141431,Boredom
0.014835,2.772371,-26.935173,2.442224,0.457617,-0.044089,-0.381464,0.017890,0.373920,-0.032314,0.184726,0.135076,0.071729,0.125313,-0.069844,0.015715,0.399444,1.980930,1.330773,0.745960,0.382200,0.386052,0.248346,0.282560,0.209338,0.251861,0.234761,0.236071,0.142016,0.208080,Boredom
0.026522,2.858377,-26.026957,2.831448,0.433826,0.021401,-0.314827,-0.174397,0.439932,0.129181,0.057369,0.207307,0.149610,0.037980,-0.023087,0.026504,0.325849,3.312482,1.386191,0.588348,0.377758,0.255455,0.296170,0.420481,0.292864,0.247269,0.187784,0.207293,0.152016,0.192039,Boredom
0.013332,2.883357,-29.389471,2.631521,0.801239,0.188790,-0.293773,-0.046225,0.333997,0.077675,0.097237,0.187882,0.046102,0.103141,-0.172325,0.012977,0.278033,1.637552,0.870024,0.390550,0.274883,0.269225,0.235487,0.239181,0.216123,0.188921,0.143023,0.149086,0.119571,0.083573,Boredom
0.033051,2.860321,-25.728125,2.894830,0.265831,0.004981,-0.090907,-0.289422,0.428899,0.248505,0.004256,0.174591,0.060897,0.179255,-0.089055,0.029505,0.322654,2.986661,1.099700,0.785951,0.388226,0.381253,0.287316,0.369124,0.300408,0.277979,0.179696,0.204972,0.184130,0.154317,Boredom
0.023325,2.989904,-25.742341,2.670529,0.009327,0.037451,-0.176336,-0.036144,0.442121,0.127155,-0.024132,0.065255,0.180639,0.094225,-0.037610,0.019248,0.225278,2.204349,0.763289,0.734687,0.347884,0.417490,0.368021,0.378280,0.241699,0.313924,0.229936,0.230858,0.190976,0.175544,Boredom
0.032115,2.886760,-26.183427,2.805013,0.446838,-0.002997,-0.453325,0.161251,0.325729,0.185793,-0.006845,0.164418,0.156212,0.033905,-0.026416,0.030288,0.460312,3.066958,0.984783,0.572625,0.483435,0.411891,0.299211,0.366585,0.291679,0.305650,0.244048,0.177476,0.153800,0.179897,Boredom
0.020223,2.897609,-27.642665,2.927924,0.480480,0.072213,-0.252943,0.021975,0.348210,0.253128,-0.086210,0.293734,0.113803,0.009039,-0.106559,0.018715,0.221359,2.246875,0.859616,0.809025,0.388649,0.371918,0.306663,0.298393,0.298326,0.287265,0.149605,0.202589,0.187582,0.208020,Boredom
0.021041,2.848558,-29.550193,1.742212,0.416361,0.253999,-0.038402,-0.074498,0.164727,0.188584,-0.001037,0.233408,-0.059957,0.184541,0.005060,0.022457,0.316450,2.282738,0.946712,0.514299,0.298423,0.308573,0.210088,0.286249,0.164752,0.184330,0.180217,0.155402,0.118762,0.128280,Boredom
0.028353,2.843593,-26.311261,2.659111,0.402209,0.139675,-0.167150,0.106972,0.275164,0.032326,0.114243,0.098788,0.021412,0.119539,-0.019441,0.025314,0.601973,3.137394,0.999194,0.632581,0.444062,0.510098,0.304609,0.386739,0.261866,0.275622,0.162237,0.206195,0.171557,0.158293,Boredom
0.016172,2.726705,-28.185646,2.098056,0.440839,0.486647,-0.024455,-0.166254,0.226318,0.143937,0.080809,0.281714,-0.108113,0.136278,0.063561,0.018445,0.445395,2.934792,1.153695,0.625409,0.350761,0.348454,0.233248,0.304370,0.202490,0.202171,0.186664,0.173854,0.160434,0.145043,Boredom
0.019008,2.939512,-26.913822,2.884641,0.653422,-0.013905,-0.156506,0.195204,0.152987,-0.026505,0.045843,0.292648,-0.072403,0.095310,0.011649,0.015853,0.450383,2.215130,1.234869,0.451343,0.443027,0.322394,0.327384,0.387329,0.227774,0.207793,0.220201,0.258917,0.183414,0.255366,Boredom
0.031453,2.759530,-26.254520,2.214571,0.858588,0.032331,-0.252768,0.350563,0.054977,0.119916,0.143157,0.065629,0.068931,0.083119,0.062513,0.034375,0.567367,3.199170,1.427229,0.619961,0.518772,0.481122,0.344873,0.276736,0.177118,0.311087,0.185367,0.245081,0.187793,0.167355,Boredom
0.009412,2.768471,-28.062530,2.467049,0.173102,0.375432,0.227744,-0.167687,0.363563,0.086576,0.068434,0.130625,0.058886,0.076001,0.030851,0.009374,0.520729,2.544449,1.045902,0.806942,0.451495,0.406729,0.372847,0.360540,0.297372,0.225160,0.227498,0.211610,0.206972,0.154251,Boredom
0.017186,2.821996,-27.788456,2.700165,0.780685,0.298121,-0.024941,0.167782,0.055445,0.092510,0.036635,0.170411,-0.052450,0.168851,0.033175,0.017494,0.374771,2.916377,1.076722,0.696175,0.463500,0.396054,0.289473,0.275895,0.205748,0.220360,0.211245,0.141418,0.191549,0.153923,Boredom
0.020816,2.901233,-28.224144,2.641049,0.702004,0.417545,0.034232,0.064947,0.128674,0.154807,0.007303,0.209161,-0.048994,0.195399,0.051202,0.019434,0.288863,3.276830,0.949338,0.585872,0.393868,0.294976,0.307745,0.309107,0.221962,0.183768,0.154896,0.142138,0.160202,0.136161,Boredom
0.021190,2.853704,-27.413891,2.077777,-0.102065,0.089343,-0.063833,-0.064756,0.425964,0.031213,-0.060781,0.199651,-0.097339,0.145596,-0.074032,0.021133,0.457398,5.740615,1.242377,0.880279,0.321266,0.499134,0.321241,0.390479,0.301901,0.292481,0.191218,0.225172,0.209934,0.205664,Boredom
0.011380,2.871447,-27.393322,2.146187,0.270706,-0.266972,-0.042748,-0.233862,0.265890,0.033622,0.047976,0.152762,-0.026476,0.193183,-0.103686,0.013124,0.420961,3.778524,1.096262,0.829856,0.387606,0.473506,0.319601,0.402440,0.254361,0.271673,0.220337,0.190570,0.190187,0.199965,Boredom
0.027231,2.995464,-26.112801,2.235271,0.063361,-0.222471,-0.031852,-0.203696,0.228721,-0.037217,-0.044479,0.048369,-0.095618,0.164246,-0.158359,0.024144,0.306371,3.702692,0.924111,0.552483,0.325032,0.410775,0.362679,0.315862,0.265915,0.279955,0.229919,0.251391,0.290263,0.215775,Boredom
0.020026,2.952747,-25.747309,2.175442,-0.253666,-0.209963,0.086836,-0.309616,0.341719,-0.091937,-0.089510,0.125840,-0.058969,-0.017253,-0.190771,0.018171,0.349754,2.603142,0.850580,0.898040,0.463806,0.503761,0.346215,0.391781,0.306662,0.306474,0.285039,0.252690,0.252932,0.252084,Boredom
0.016096,2.950512,-26.630463,2.349757,0.257062,-0.221619,-0.113884,-0.142009,0.168198,0.103910,-0.021825,0.105013,-0.068758,0.126746,-0.055290,0.016719,0.339758,3.656866,0.956098,0.785298,0.433808,0.429492,0.335178,0.448230,0.286506,0.280621,0.180851,0.221322,0.217154,0.205205,Boredom
0.032361,2.875325,-25.784216,2.169978,0.323592,0.121863,0.020932,-0.004259,0.187472,-0.107984,-0.000412,-0.069197,-0.146635,-0.029760,-0.151905,0.029345,0.557087,2.607028,1.252660,0.682917,0.467947,0.376061,0.372874,0.361804,0.264817,0.262310,0.281530,0.243045,0.257648,0.258233,Boredom
0.033405,2.844678,-26.253259,2.569507,0.374404,0.033456,-0.011408,-0.132687,0.128801,0.155138,-0.067819,0.033785,-0.112302,0.036746,-0.036418,0.030332,0.536165,3.205859,1.203667,0.995537,0.549979,0.497114,0.313543,0.337209,0.403486,0.190000,0.231459,0.295858,0.287936,0.202568,Boredom
0.013861,3.051004,-27.054277,2.405406,0.392873,0.027099,0.223655,-0.014907,0.086709,-0.043295,0.052687,0.084935,-0.083823,0.079759,-0.220272,0.010794,0.278474,2.120562,0.912646,0.645539,0.351111,0.298064,0.273545,0.285972,0.316609,0.256044,0.239128,0.224239,0.198035,0.212784,Boredom
0.017964,2.893000,-27.612384,2.424096,0.562017,0.093910,-0.063693,-0.073346,0.041590,0.100042,0.165370,-0.127403,-0.136537,-0.115429,-0.187707,0.017162,0.370799,2.766383,1.019462,0.649889,0.426447,0.350888,0.304410,0.256550,0.249906,0.177239,0.208611,0.261204,0.251769,0.249297,Boredom
0.042136,3.006214,-27.277449,2.619745,0.869879,-0.010008,-0.053183,-0.116238,0.159280,0.015414,-0.062638,0.005092,-0.199733,0.114397,-0.149497,0.036164,0.378945,2.420522,1.164286,0.551196,0.378185,0.394078,0.259308,0.282688,0.299177,0.296651,0.221396,0.258374,0.250971,0.202101,Boredom
0.018591,2.908988,-27.416462,2.328033,0.611063,-0.138136,-0.138350,-0.006044,0.014411,0.066954,-0.077412,-0.171079,-0.116141,0.016472,-0.146767,0.017245,0.491587,2.685469,1.336758,0.702320,0.489274,0.316311,0.321133,0.376694,0.362740,0.347468,0.308404,0.376067,0.357190,0.290704,Boredom
0.023421,2.923060,-27.142685,2.827964,0.281567,0.290329,0.062018,-0.105257,0.193281,0.108042,0.012878,0.042038,-0.149104,-0.065228,-0.131045,0.023122,0.449339,3.334665,1.249478,0.677876,0.499970,0.433652,0.273097,0.345493,0.298755,0.245602,0.252016,0.271513,0.244671,0.286368,Boredom
0.027182,3.058625,-26.608811,2.835002,0.429820,0.357844,0.021437,-0.047926,0.277538,-0.024652,0.034207,0.017710,-0.073387,0.015360,-0.155590,0.019717,0.293398,2.122182,0.944664,0.676043,0.463499,0.388931,0.345129,0.268129,0.317481,0.232721,0.260090,0.246663,0.205781,0.209690,Boredom
0.024290,2.978745,-26.526057,2.652103,0.629189,0.159136,-0.138465,0.131738,0.189726,0.225116,0.000077,-0.052767,-0.119239,0.026965,-0.181615,0.020459,0.425515,2.610785,0.844251,0.468827,0.417596,0.360570,0.243171,0.223498,0.249937,0.212195,0.226282,0.219999,0.236286,0.226530,Boredom
0.029878,3.072071,-26.619920,3.153920,0.662828,-0.069103,-0.049062,0.023481,0.060798,0.189311,-0.063756,0.042203,-0.170985,-0.003825,-0.295475,0.023062,0.234909,2.488147,0.713511,0.658764,0.443086,0.221917,0.222980,0.222436,0.357267,0.215511,0.239924,0.221004,0.219671,0.237934,Boredom
0.014769,2.683142,-27.651076,2.704265,0.088686,-0.012238,-0.018231,-0.007563,0.267563,0.133468,0.117801,-0.070247,-0.064372,0.001996,-0.103293,0.014342,0.590346,3.709367,1.124619,0.894583,0.539605,0.415959,0.291652,0.328150,0.356252,0.302504,0.282416,0.225715,0.244094,0.234601,Boredom
0.010679,2.917381,-28.062826,2.767902,-0.047754,-0.002853,-0.142065,0.109392,0.332213,-0.076417,0.098129,-0.138776,-0.145770,0.150287,-0.112287,0.010574,0.395273,3.540179,0.894278,0.935923,0.553358,0.371192,0.252642,0.291820,0.376378,0.232730,0.268066,0.234080,0.237343,0.216340,Boredom
0.007190,2.651292,-28.865738,2.516182,-0.032357,0.004325,-0.214570,0.107048,0.280134,0.090211,0.116109,-0.061852,-0.117976,0.132098,-0.127694,0.009189,0.618813,2.834762,1.202561,0.799515,0.535240,0.448388,0.305667,0.284630,0.244339,0.199115,0.236607,0.289329,0.217923,0.254626,Boredom
0.034766,2.835263,-27.738121,2.607090,0.328674,0.018118,-0.237849,0.019404,0.230619,-0.004231,-0.001566,-0.185736,-0.197781,-0.039408,-0.163749,0.036731,0.472465,3.914115,1.032004,0.592299,0.344609,0.393303,0.305588,0.263465,0.242578,0.291945,0.212312,0.289473,0.324961,0.321803,Boredom
0.030955,2.929424,-27.611856,3.002498,0.569225,0.106862,-0.160760,0.019980,0.251856,-0.008550,0.034774,-0.200548,-0.156040,-0.015889,-0.127658,0.029933,0.361927,3.402890,1.037013,0.601183,0.406306,0.310509,0.315690,0.288601,0.233591,0.290045,0.257927,0.261219,0.255121,0.220865,Boredom
0.010606,2.848829,-28.209725,2.813463,-0.077647,0.063653,-0.155962,-0.088390,0.399984,-0.034111,0.065816,-0.170313,-0.149097,-0.010089,-0.118870,0.009129,0.534295,2.786071,1.011546,0.729919,0.385051,0.429591,0.308969,0.254092,0.258585,0.248521,0.266733,0.244807,0.215433,0.259458,Boredom
0.012745,2.949660,-29.329188,2.261873,-0.125317,-0.053552,-0.218011,0.038221,0.168780,0.078536,0.037451,-0.190638,-0.240346,0.054075,-0.065981,0.011400,0.372434,2.592173,0.734391,0.562971,0.384155,0.302887,0.183290,0.230624,0.216588,0.227087,0.243463,0.193540,0.203598,0.200686,Boredom
0.008700,2.943719,-29.446691,2.549599,0.044230,0.219052,-0.195360,0.142847,0.124178,0.011996,0.102829,-0.158034,-0.138437,0.212126,-0.097638,0.008472,0.267410,2.306607,0.704430,0.570820,0.448691,0.272619,0.216124,0.211893,0.254844,0.334986,0.201046,0.214094,0.297004,0.218654,Boredom
0.027081,2.854065,-26.274230,1.700855,0.373297,0.433548,0.057942,0.159522,0.312676,0.073440,0.010570,0.277058,-0.094776,0.209075,-0.022104,0.027066,0.348170,2.579410,1.239663,0.855596,0.497321,0.431261,0.315899,0.385528,0.359553,0.318020,0.282225,0.215972,0.169257,0.160269,Boredom
0.025641,2.804882,-25.812233,2.158980,0.550447,0.290236,0.097818,-0.005984,0.168376,0.216756,0.005646,0.226417,-0.011430,0.140226,0.018552,0.024382,0.496296,2.478372,0.880003,0.837033,0.372885,0.511072,0.272600,0.254122,0.208623,0.193523,0.161581,0.137046,0.165250,0.184487,Boredom
0.006969,2.743202,-29.278805,2.146035,0.549899,0.240465,0.007412,-0.041524,0.227638,0.237256,0.033413,0.134797,0.021714,0.089122,-0.013400,0.010534,0.446397,2.927873,1.272016,0.746834,0.411168,0.344588,0.218213,0.240658,0.226704,0.264675,0.185950,0.181074,0.172137,0.149199,Boredom
0.023813,2.929161,-26.966302,2.154912,0.811881,0.367095,-0.076430,0.012795,0.201851,0.104953,-0.008203,0.150913,-0.063141,0.214779,-0.093718,0.019638,0.347825,3.013650,1.005357,0.521453,0.300879,0.379959,0.364179,0.418518,0.247041,0.249054,0.229559,0.206576,0.213722,0.153177,Boredom
0.032826,2.920935,-26.200168,2.211343,1.381501,0.250939,-0.000585,0.041506,0.141154,0.158586,0.157939,0.191047,-0.073234,0.216728,-0.118108,0.025714,0.406181,2.132746,1.040922,0.624733,0.380352,0.247529,0.263035,0.241940,0.192911,0.284142,0.171669,0.249814,0.175069,0.168474,Boredom
0.029265,2.945566,-26.566529,2.200583,0.442850,0.332201,0.301131,0.008425,0.291853,0.182870,0.063924,0.172548,-0.033011,0.162094,0.005288,0.025694,0.344319,2.494354,1.058288,0.906292,0.401808,0.421607,0.239188,0.343100,0.230194,0.299837,0.223690,0.214340,0.187516,0.208558,Boredom
0.018621,2.854267,-27.097428,2.449583,0.264054,0.356889,0.286608,-0.076528,0.289071,0.188575,-0.005401,0.165899,-0.043780,0.126127,-0.026194,0.015444,0.373543,2.674152,0.949719,0.798721,0.410604,0.461431,0.274904,0.241783,0.255374,0.291441,0.188885,0.172500,0.181481,0.177034,Boredom
0.008790,2.983498,-29.254936,1.917992,0.795269,0.256504,-0.031884,0.009732,0.124597,0.164961,0.000894,0.202956,-0.100325,0.220571,-0.093400,0.008924,0.275700,2.182924,0.800802,0.608532,0.318145,0.367847,0.272216,0.331170,0.191123,0.210358,0.209118,0.176216,0.160546,0.209907,Boredom
0.021936,2.921824,-26.939218,2.464974,0.853713,0.243769,0.057922,0.062337,0.114776,0.191856,-0.024164,0.226398,0.010929,0.194681,-0.055406,0.016680,0.283072,3.058569,0.781007,0.607776,0.318059,0.289397,0.256298,0.258245,0.254715,0.218327,0.155847,0.193396,0.189564,0.160925,Boredom
0.009868,2.851333,-28.079070,1.299694,0.352557,-0.446120,-0.259866,0.179895,0.016543,-0.243344,0.055308,-0.244561,-0.194566,0.048789,-0.081706,0.013736,0.544253,3.344037,1.282248,0.738198,0.630242,0.527071,0.372799,0.344734,0.384913,0.311469,0.312191,0.294381,0.371344,0.325450,Boredom
0.011702,2.972275,-29.278208,1.065117,0.769521,-0.010744,-0.146126,-0.099192,-0.094673,-0.208209,-0.120776,-0.228403,-0.233090,0.010033,-0.062849,0.012328,0.509330,2.281286,0.789323,0.512128,0.401075,0.347097,0.275404,0.224749,0.223926,0.218297,0.171889,0.306310,0.285210,0.293944,Boredom
0.015562,2.960327,-27.375507,1.877247,0.489328,0.225785,-0.408635,0.166994,0.234693,-0.338874,0.157809,-0.145290,-0.170331,-0.039026,-0.136640,0.016212,0.394110,3.506814,0.970995,0.867646,0.566033,0.530804,0.275914,0.252590,0.343058,0.283709,0.377696,0.354765,0.271886,0.309997,Boredom
0.012153,3.064143,-27.318704,1.582252,0.566354,0.197820,0.110148,-0.075905,0.177604,-0.339027,0.138213,-0.086808,-0.135664,0.021303,-0.198191,0.014873,0.412015,2.679341,0.991727,0.829080,0.444328,0.355416,0.247459,0.211154,0.349694,0.264065,0.215474,0.231273,0.249614,0.253545,Boredom
0.006204,2.793842,-30.897596,1.917458,0.412686,-0.153409,-0.073211,0.024171,0.197134,-0.179025,0.007023,-0.218633,-0.204525,-0.102583,-0.182349,0.008954,0.453467,2.630687,1.017656,0.720284,0.425242,0.331681,0.277224,0.257842,0.277024,0.222857,0.243372,0.286791,0.301755,0.242065,Boredom
0.044885,3.057061,-27.651803,1.537520,0.686544,0.019132,-0.235052,-0.034847,0.020602,-0.285170,-0.036466,-0.345661,-0.372836,-0.110241,-0.407924,0.037864,0.238597,2.397306,0.838969,0.430773,0.316283,0.245810,0.174253,0.231080,0.184787,0.213513,0.202014,0.175388,0.288638,0.273264,Boredom
0.011670,2.985031,-29.079241,1.796794,0.998571,-0.075783,-0.125223,0.133495,0.102194,-0.192036,0.129799,-0.322561,-0.102796,-0.041526,-0.175135,0.011235,0.358059,2.518242,1.020948,0.519176,0.387624,0.332430,0.294349,0.245109,0.225632,0.242467,0.246623,0.250607,0.186876,0.219437,Boredom
0.025273,2.850618,-26.929794,1.912477,0.962052,-0.009405,-0.281113,-0.025866,-0.037305,-0.068499,0.112721,-0.137695,-0.139063,-0.052813,-0.187651,0.024971,0.576049,3.191171,1.175505,0.651020,0.427934,0.395671,0.261651,0.288340,0.335916,0.242124,0.249641,0.296813,0.261517,0.342138,Boredom
0.022671,2.928246,-26.660637,1.862108,0.830704,-0.163662,-0.400455,0.162832,-0.099968,-0.060171,-0.005226,-0.256089,-0.148322,-0.105227,-0.295804,0.021561,0.501257,2.832551,1.039098,0.614205,0.481321,0.420008,0.230524,0.282328,0.327034,0.271498,0.248267,0.320163,0.290412,0.325876,Boredom
0.017392,2.924839,-26.822307,1.851520,0.077230,-0.017773,-0.124095,0.157128,0.241632,-0.342636,-0.027518,-0.125583,-0.195334,-0.035335,-0.215935,0.018329,0.509115,2.947568,1.103421,0.645029,0.416818,0.443854,0.262902,0.353179,0.360849,0.233926,0.289075,0.320922,0.340115,0.343153,Boredom
0.023644,3.078230,-26.530948,2.050550,0.296991,0.033137,-0.061882,0.059563,0.176846,-0.419186,-0.027493,-0.204351,-0.320066,-0.100362,-0.144026,0.023638,0.315566,2.800420,1.042478,0.872175,0.514796,0.426864,0.357862,0.250065,0.301912,0.303175,0.325789,0.258716,0.293625,0.357048,Boredom
0.022491,2.936275,-27.892431,1.708622,0.589791,-0.099164,-0.187454,-0.121855,-0.096656,-0.081813,-0.058606,-0.374783,-0.156570,0.059233,-0.012845,0.022994,0.406631,2.141303,0.928396,0.459905,0.365521,0.307825,0.266699,0.241898,0.309561,0.280141,0.310522,0.271561,0.267470,0.230955,Boredom
0.013458,2.966553,-28.757680,1.871074,0.657039,-0.259548,0.058610,0.316132,-0.075648,-0.085173,0.068891,-0.264617,-0.117673,0.009455,-0.156908,0.017745,0.503532,2.594305,1.127201,0.565396,0.460754,0.414385,0.284392,0.304574,0.309677,0.275207,0.294238,0.274862,0.265633,0.234628,Boredom
0.014189,3.039731,-28.072565,2.078061,0.762891,-0.186468,-0.013075,0.109226,0.033368,0.010737,0.035006,-0.076791,-0.156287,0.008816,-0.178817,0.015194,0.274467,2.788643,0.990915,0.667265,0.505260,0.357854,0.328738,0.267498,0.349417,0.300822,0.260146,0.272438,0.256998,0.297232,Boredom
0.018480,2.890259,-26.409817,2.411472,0.428790,-0.234946,-0.455600,0.232487,-0.185455,-0.125703,-0.071393,0.058548,0.085730,-0.043027,0.084604,0.021410,0.447401,2.560395,0.970081,0.909691,0.387290,0.391202,0.271640,0.391656,0.277941,0.259356,0.173220,0.201388,0.216089,0.225686,Disgust
0.011175,2.720711,-29.781810,1.005659,-0.191088,0.095798,-0.290473,0.248903,-0.169571,-0.092997,-0.245215,-0.174179,-0.302732,-0.061506,-0.020580,0.015994,0.604304,4.978798,1.252838,1.027741,0.623017,0.565780,0.313202,0.432391,0.237333,0.290476,0.268175,0.412600,0.304530,0.300644,Disgust
0.008346,2.853244,-28.695685,1.205727,-0.049581,-0.181937,-0.501872,-0.140015,0.028922,-0.238141,-0.283036,-0.108398,-0.012056,-0.008766,0.035642,0.011419,0.427669,4.219884,1.172780,0.823974,0.707676,0.505790,0.356148,0.367570,0.260462,0.336342,0.285644,0.342393,0.260243,0.258311,Disgust
0.012846,2.656024,-27.882960,1.626483,-0.138764,-0.441914,-0.539330,0.020278,-0.115740,-0.108768,-0.346488,-0.192775,-0.384798,-0.318938,-0.144243,0.019216,0.613477,3.958172,1.075725,1.000734,0.856329,0.500350,0.350621,0.258549,0.430195,0.308170,0.354770,0.323457,0.384843,0.358273,Disgust
0.012067,2.818877,-29.525534,1.652955,0.018223,-0.238065,-0.138656,0.137806,-0.040705,-0.138117,-0.179664,-0.178762,-0.042995,-0.174085,-0.034548,0.016290,0.492753,3.664276,1.161468,0.758294,0.669448,0.409889,0.303984,0.275515,0.321790,0.312592,0.337251,0.308917,0.290341,0.322774,Disgust
0.017537,2.902023,-27.738732,1.681816,-0.115333,-0.464492,-0.247375,0.104893,-0.117448,-0.071480,-0.164309,-0.159199,-0.179766,-0.158173,-0.095557,0.024180,0.451781,3.956407,1.279779,0.938954,0.730216,0.397096,0.310707,0.301599,0.268091,0.285615,0.386717,0.320644,0.294455,0.312402,Disgust
0.009872,2.880781,-28.332752,1.228094,0.194218,-0.690239,-0.430455,0.017633,-0.226798,-0.093039,-0.351104,-0.201195,-0.131693,-0.033234,0.157816,0.012727,0.510295,3.818284,1.485384,0.664698,0.566072,0.469262,0.334328,0.381287,0.327672,0.487435,0.315214,0.383643,0.391050,0.311786,Disgust
